"System.Time_Stamp","vtti.timestamp","vtti.file_id","IMU.Accel_X","IMU.Accel_Y","IMU.Accel_Z","Head_Unit.Alcohol_Level_Raw","Head_Unit.Day","IMU.Button_Press","Head_Unit.MSL_Altitude","IMU.Gyro_X","IMU.Gyro_Y","IMU.Gyro_Z","Mask.Confidence","Mask.X","Mask.X_Cal_0","Mask.Y","Mask.Y_Cal_0","Mask.Z","Mask.Z_Cal_0","Mask.X_Rotation","Mask.X_Rotation_Cal_0","Mask.Y_Rotation","Mask.Y_Rotation_Cal_0","Mask.Z_Rotation","Mask.Z_Rotation_Cal_0","Head_Unit.Heading","Road.Scout.Lane_Offset","Road.Scout.Estimated_Lane_Width","Head_Unit.Latitude","Road.Scout.Left_Lane_Distance_To_Right_Side","Road.Scout.Left_Lane_Probability_Marker_Exists","Road.Scout.Left_Lane_Right_Marker","Head_Unit.Light_Level_Raw","Head_Unit.Longitude","Head_Unit.Month","Head_Unit.Satellites_Used","SMS.Object_ID_T0","SMS.Object_ID_T1","SMS.Object_ID_T2","SMS.Object_ID_T3","SMS.Object_ID_T4","SMS.Object_ID_T5","SMS.Object_ID_T6","SMS.Object_ID_T7","Head_Unit.PDOP","SMS.X_Velocity_T0","SMS.X_Velocity_T1","SMS.X_Velocity_T2","SMS.X_Velocity_T3","SMS.X_Velocity_T4","SMS.X_Velocity_T5","SMS.X_Velocity_T6","SMS.X_Velocity_T7","SMS.Y_Velocity_T0","SMS.Y_Velocity_T1","SMS.Y_Velocity_T2","SMS.Y_Velocity_T3","SMS.Y_Velocity_T4","SMS.Y_Velocity_T5","SMS.Y_Velocity_T6","SMS.Y_Velocity_T7","SMS.X_Range_T0","SMS.X_Range_T1","SMS.X_Range_T2","SMS.X_Range_T3","SMS.X_Range_T4","SMS.X_Range_T5","SMS.X_Range_T6","SMS.X_Range_T7","SMS.Y_Range_T0","SMS.Y_Range_T1","SMS.Y_Range_T2","SMS.Y_Range_T3","SMS.Y_Range_T4","SMS.Y_Range_T5","SMS.Y_Range_T6","SMS.Y_Range_T7","Road.Scout.Right_Lane_Distance_To_Left_Side","Road.Scout.Right_Lane_Probability_Marker_Exists","Road.Scout.Right_Lane_Left_Marker","Head_Unit.Speed","FOT_Control.Speed","Head_Unit.Cabin_Temperature","Head_Unit.Time_Of_Day","System.video_frame","Head_Unit.Year","VehicleCAN_1.BrakePedalPosition","VehicleCAN_1.BrakePressure","VehicleCAN_1.VSELateralAcceleration","VehicleCAN_1.VSELongitudinalAcceleration","VehicleCAN_1.VehicleDynamicsYawRate","VehicleCAN_1.VehicleOdometer","VehicleNetworkBox.AdaptiveCruiseControlActive","VehicleNetworkBox.AdaptiveCruiseControlDriverSelectedSpeed","VehicleNetworkBox.AdaptiveCruiseControlHeadwaySetting","VehicleNetworkBox.CruiseControlActive","VehicleNetworkBox.CruiseControlDriverSelectedSpeed","VehicleNetworkBox.DriverAirbagDeploymentStatus","VehicleNetworkBox.DriverSeatbeltAttached","VehicleNetworkBox.DriverSeatbeltStatus","VehicleNetworkBox.DriverShiftControlTargetGear","VehicleNetworkBox.EngineSpeed","VehicleNetworkBox.FCAAlertOffIndicationOn","VehicleNetworkBox.FCAAlertPresent","VehicleNetworkBox.FCABrakePrefillRequest","VehicleNetworkBox.FCAGapStng","VehicleNetworkBox.FCAHeadwaySettingIndicationOn","VehicleNetworkBox.FrontPassengerSeatStatus","VehicleNetworkBox.LDWIndicator1","VehicleNetworkBox.LDWIndicator2","VehicleNetworkBox.LDWWarningDisabled","VehicleNetworkBox.LateralAcceleration","VehicleNetworkBox.LeftSideAirbagDeployed","VehicleNetworkBox.ParkLightLeftIndicationOn","VehicleNetworkBox.ParkLightLeftOn","VehicleNetworkBox.ParkLightRightIndicationOn","VehicleNetworkBox.ParkLightRightOn","VehicleNetworkBox.PassengerAirbagDeploymentStatus","VehicleNetworkBox.PassengerSeatOccupancyStatus","VehicleNetworkBox.PassengerSeatbeltAttached","VehicleNetworkBox.PassengerSeatbeltStatus","VehicleNetworkBox.RearLeftSeatbeltAttached","VehicleNetworkBox.RearMiddleSeatbeltAttached","VehicleNetworkBox.RearRightSeatbeltAttached","VehicleNetworkBox.ReversingLamp","VehicleNetworkBox.RightSideAirbagDeployed","VehicleNetworkBox.SecondRowCenterSeatStatus","VehicleNetworkBox.SecondRowLeftSeatStatus","VehicleNetworkBox.SecondRowLeftSeatbeltStatus","VehicleNetworkBox.SecondRowMiddleSeatbeltStatus","VehicleNetworkBox.SecondRowRightSeatStatus","VehicleNetworkBox.SecondRowRightSeatbeltStatus","VehicleNetworkBox.VehAheadDistance_FollowingDistance","VehicleNetworkBox.VehAheadDistance_FollowingTime","VehicleNetworkBox.VehicleDynamicsYawRate","VehicleNetworkBox.WindshieldWiperActive","VehicleNetworkBox.YawRate","VehicleCAN_1.ParkBrakeSwitchActive","VehicleNetworkBox.ParkBrakeSwitchActive","VehicleNetworkBox.ParkingAssistanceCleanIndicationOn","VehicleNetworkBox.ParkingAssistanceDisbaledIndicationOn","VehicleNetworkBox.ParkingAssistanceFailed","VehicleNetworkBox.ParkingAssistanceFrontExtendedDistance","VehicleNetworkBox.ParkingAssistanceFrontRegion1ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontRegion2ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontRegion3ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontRegion4ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontSensorBlocked","VehicleNetworkBox.ParkingAssistanceFrontSystemStatus","VehicleNetworkBox.ParkingAssistanceRearExtendedDistance","VehicleNetworkBox.ParkingAssistanceRearRegion1ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearRegion2ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearRegion3ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearRegion4ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearSensorBlocked","VehicleNetworkBox.ParkingAssistanceRearSystemStatus","VehicleNetworkBox.ParkingAssistanceSensorsDisturbedIndicationOn","VehicleNetworkBox.ParkingAssistanceStatus","VehicleNetworkBox.ParkingLightActive","VehicleNetworkBox.ParkingLightsActive","VehicleNetworkBox.ParkLightIndicationOn","VehicleNetworkBox.ParkLightLeftIndicationOn.1","VehicleNetworkBox.ParkLightLeftOn.1","VehicleNetworkBox.ParkLightRightIndicationOn.1","VehicleNetworkBox.ParkLightRightOn.1","MobilEye.PedFCW","MobilEye.LanesOn","MobilEye.FCWOn","Road.Scout.Left_Lane_Left_Marker"
8351,836900,168407,-0.1015,-0.0348,-0.9918,NA,NA,NA,NA,0,1.300781,-0.325195,104,-59,NA,65,NA,555,NA,0.032,NA,-0.121,NA,-0.007,NA,NA,-157.15239,3586.472412,NA,-1796,108,0,NA,NA,NA,NA,13,33,27,30,31,23,NA,NA,NA,0.5,-0.4,1.2,-11.7,-0.4,4.4,NA,NA,0,0.5,0,-0.5,0.1,0.6,NA,NA,12.224001,7.744,11.936001,13.024,24.096001,41.696003,NA,NA,0.416,-1.792,-2.048,5.792,-2.208,1.248,NA,NA,1790,923,1,NA,4.010417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8352,837000,168407,-0.0406,-0.0348,-0.9773,4038,NA,NA,NA,0,0.975586,-0.650391,104,-67,NA,69,NA,601,NA,-0.041,NA,-0.121,NA,-0.007,NA,NA,-132.063614,3632.192139,NA,-1844,43,0,677,NA,NA,NA,13,33,27,30,31,23,NA,NA,NA,0.6,-0.2,1.5,-11.5,0.6,4.5,NA,NA,0,0.4,0,-0.7,0.2,0.5,NA,NA,12.320001,7.68,12.160001,11.264001,24.224001,42.368004,NA,NA,0.48,-1.792,-2.048,5.536,-2.08,1.248,NA,NA,1788,933,1,NA,3.919271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8353,837100,168407,-0.0203,-0.0319,-0.9744,NA,NA,NA,NA,NA,NA,NA,104,-68,NA,67,NA,587,NA,-0.036,NA,-0.107,NA,-0.03,NA,NA,-165.498871,3657.599854,NA,-2184,9,0,NA,NA,NA,NA,13,33,30,31,23,NA,NA,NA,NA,0.5,-0.1,-11.3,1,4.7,NA,NA,NA,0,0.3,-0.7,0.2,0.5,NA,NA,NA,12.320001,7.68,10.432,24.288002,42.720001,NA,NA,NA,0.48,-1.728,5.472,-2.08,1.28,NA,NA,NA,1834,937,1,NA,3.880208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8354,837200,168407,-0.0174,-0.0232,-0.9889,NA,NA,NA,NA,0,0,0,104,-73,NA,69,NA,608,NA,0.079,NA,0.093,NA,-0.09,NA,NA,-35.383762,3916.367432,NA,-2082,21,0,NA,NA,NA,NA,13,33,30,31,23,NA,NA,NA,NA,0.5,-0.2,-11.1,0.6,4.8,NA,NA,NA,0,0.3,-0.7,0.2,0.5,NA,NA,NA,12.448001,7.68,9.568001,24.320002,43.104004,NA,NA,NA,0.512,-1.728,5.408,-2.08,1.28,NA,NA,NA,1833,937,1,NA,NA,28.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8355,837300,168407,-0.0261,-0.029,-0.9918,4043,NA,NA,NA,-0.325195,0,-0.325195,104,-72,NA,68,NA,599,NA,0.007,NA,-0.041,NA,-0.116,NA,NA,-101.424011,3906.206787,NA,-2011,59,0,639,NA,NA,NA,13,33,31,23,NA,NA,NA,NA,NA,0.3,-0.3,1.2,5,NA,NA,NA,NA,0,0,0.3,0.5,NA,NA,NA,NA,12.512001,7.712,24.512001,43.872002,NA,NA,NA,NA,0.48,-1.856,-1.92,1.344,NA,NA,NA,NA,1894,937,1,NA,3.823785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8356,837400,168407,-0.0261,-0.0203,-0.9831,NA,NA,NA,NA,0,0,-0.325195,104,-72,NA,68,NA,601,NA,0.082,NA,0.059,NA,-0.107,NA,NA,-246.204224,3850.325684,NA,-1838,101,0,NA,NA,NA,NA,13,33,31,23,NA,NA,NA,NA,NA,0.2,-0.3,1.3,5,NA,NA,NA,NA,0,0.2,0.3,0.5,NA,NA,NA,NA,12.544001,7.616,24.608002,44.256001,NA,NA,NA,NA,0.512,-1.728,-1.888,1.376,NA,NA,NA,NA,2011,937,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8357,837500,168407,-0.0261,-0.0377,-0.9976,4041,28,NA,28,0.325195,-0.325195,0,70,-72,NA,68,NA,605,NA,-0.019,NA,-0.03,NA,-0.124,NA,157.570007,-246.204224,3850.325684,31.14072,-1838,101,0,615,121.356468,12,6,13,33,31,23,NA,NA,NA,NA,16,0.1,-0.5,1.4,5,NA,NA,NA,NA,0,0.2,0.3,0.5,NA,NA,NA,NA,12.64,7.584001,24.736002,44.640003,NA,NA,NA,NA,0.448,-1.664,-1.856,1.408,NA,NA,NA,NA,2011,937,1,3.996888,NA,NA,37372000,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8358,837600,168407,-0.0377,-0.0232,-0.9831,NA,NA,NA,NA,-0.325195,0,0,70,-73,NA,71,NA,616,NA,-0.006,NA,0.03,NA,-0.141,NA,NA,-246.204224,3850.325684,NA,-1838,99,0,NA,NA,NA,NA,13,33,31,23,NA,NA,NA,NA,NA,0.1,-0.2,1.8,5.1,NA,NA,NA,NA,0,0.3,0.3,0.4,NA,NA,NA,NA,12.672001,7.392,24.928001,45.024002,NA,NA,NA,NA,0.48,-1.568,-1.888,1.44,NA,NA,NA,NA,2011,937,1,NA,3.732639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8359,837700,168407,-0.0348,-0.0203,-0.9831,NA,NA,NA,NA,0,-0.325195,0,70,-73,NA,71,NA,616,NA,0.05,NA,0.03,NA,-0.141,NA,NA,-246.204224,3850.325684,NA,-1838,95,0,NA,NA,NA,NA,13,33,31,23,NA,NA,NA,NA,NA,0.4,0,2.1,5.1,NA,NA,NA,NA,0,0.5,0.3,0.4,NA,NA,NA,NA,12.864,6.816,25.216002,45.792004,NA,NA,NA,NA,0.48,-1.376,-1.824,1.504,NA,NA,NA,NA,2011,937,1,NA,3.697917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8360,837800,168407,-0.0435,-0.0203,-0.9889,4042,NA,NA,NA,0,0,0,70,-72,NA,71,NA,613,NA,0.001,NA,0.036,NA,-0.125,NA,NA,-45.543705,3794.444092,NA,-2011,43,0,645,NA,NA,NA,13,33,31,NA,NA,NA,NA,NA,NA,0.4,0.6,2.2,NA,NA,NA,NA,NA,0,0.5,0.5,NA,NA,NA,NA,NA,12.928,5.664,25.440001,NA,NA,NA,NA,NA,0.448,-1.44,-1.6,NA,NA,NA,NA,NA,1782,937,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8361,837900,168407,-0.0348,-0.0232,-0.9889,NA,NA,NA,NA,0,-0.325195,0,70,-72,NA,70,NA,607,NA,0.05,NA,0.093,NA,-0.104,NA,NA,23.037474,3799.52417,NA,-2082,6,0,NA,NA,NA,NA,13,33,31,NA,NA,NA,NA,NA,NA,0.6,1.7,2.4,NA,NA,NA,NA,NA,0,0.5,0.5,NA,NA,NA,NA,NA,12.960001,6.272,25.632002,NA,NA,NA,NA,NA,0.448,-1.504,-1.536,NA,NA,NA,NA,NA,1716,937,1,NA,3.628472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8362,838000,168407,-0.0406,-0.0348,-0.9947,NA,NA,NA,NA,0,0,0,70,-72,NA,71,NA,613,NA,0.053,NA,0.159,NA,-0.119,NA,NA,-116.662521,3520.124023,NA,-1803,26,0,NA,NA,NA,NA,13,33,31,34,NA,NA,NA,NA,NA,0.8,2.1,2.8,-6.8,NA,NA,NA,NA,0,0.5,0.6,-0.9,NA,NA,NA,NA,13.088,5.664,26.048,32.768002,NA,NA,NA,NA,0.48,-1.408,-1.408,4.928,NA,NA,NA,NA,1716,937,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8363,838100,168407,-0.0377,-0.0232,-0.9802,NA,NA,NA,NA,NA,NA,NA,0,35,NA,41,NA,575,NA,0.01,NA,-0.181,NA,0.023,NA,NA,-114.122559,3525.204102,NA,-1808,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1716,937,1,NA,3.550347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8364,838200,168407,NA,NA,NA,NA,NA,NA,NA,-0.325195,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.98299,3733.483154,NA,-2016,21,0,NA,NA,NA,NA,13,33,31,34,NA,NA,NA,NA,NA,1,2.5,3.2,-6.7,NA,NA,NA,NA,0,0.5,0.9,-0.9,NA,NA,NA,NA,13.280001,6.016,26.560001,31.744001,NA,NA,NA,NA,0.544,-1.344,-0.928,4.8,NA,NA,NA,NA,1716,937,1,NA,NA,28.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8365,838300,168407,-0.0464,-0.0203,-1.0005,4017,NA,NA,NA,0,0,0.325195,0,-87,NA,20,NA,561,NA,0.213,NA,-0.377,NA,-0.093,NA,NA,-109.042442,3535.364258,NA,-1818,45,0,803,NA,NA,NA,13,33,31,34,NA,NA,NA,NA,NA,1.1,2.4,3.5,-6.3,NA,NA,NA,NA,0.1,0.5,1.3,-1.1,NA,NA,NA,NA,13.440001,5.248,27.072001,30.656002,NA,NA,NA,NA,0.576,-1.248,-0.288,4.512,NA,NA,NA,NA,1716,937,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8366,838400,168407,-0.0319,-0.0116,-0.9715,NA,NA,NA,NA,0.650391,0,0.325195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.042343,3535.364258,NA,-1818,63,0,NA,NA,NA,NA,13,33,31,34,35,NA,NA,NA,NA,1.2,2.6,3.7,-6.2,-11.2,NA,NA,NA,0.1,0.6,1.2,-1.3,0,NA,NA,NA,13.536,5.376,27.360001,30.240002,61.696003,NA,NA,NA,0.576,-1.216,-0.288,4.352,6.336,NA,NA,NA,1716,937,1,NA,3.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8367,838500,168407,-0.0464,-0.029,-0.9976,NA,28,NA,28,0.325195,0,0,0,34,NA,54,NA,591,NA,0.055,NA,-0.296,NA,0.162,NA,157.679993,-101.422363,3550.604492,31.140686,-1833,4,0,NA,121.356468,12,6,13,33,31,34,35,NA,NA,NA,16,1.3,2.6,3.9,-6.2,-11.1,NA,NA,NA,0.1,0.6,1.3,-1.3,0.1,NA,NA,NA,13.632001,5.344,27.616001,29.792002,60.928001,NA,NA,NA,0.576,-1.12,-0.192,4.256,6.496,NA,NA,NA,1716,937,1,3.631664,3.407118,NA,37373000,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8368,838600,168407,-0.0406,-0.0522,-1.0005,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.802582,3565.84375,NA,-1849,4,0,NA,NA,NA,NA,13,33,31,34,35,NA,NA,NA,NA,1.3,2.9,4.1,-6.2,-11.1,NA,NA,NA,0.1,0.7,1.4,-1.3,0.1,NA,NA,NA,13.728001,5.568,27.936001,29.312002,60.128002,NA,NA,NA,0.608,-1.056,0.032,4.192,6.528,NA,NA,NA,1716,937,1,NA,3.363715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8369,838700,168407,-0.0377,-0.0377,-0.9918,NA,NA,NA,NA,0.325195,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.802582,3565.84375,NA,-1849,4,0,NA,NA,NA,NA,13,33,31,34,35,NA,NA,NA,NA,1.5,3.1,4.4,-5.5,-10.9,NA,NA,NA,0.1,0.8,1.6,-3.1,-0.1,NA,NA,NA,13.984,5.856,28.544001,28.768002,58.432003,NA,NA,NA,0.64,-0.896,0.448,2.624,6.336,NA,NA,NA,1716,937,1,NA,3.342014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
