"System.Time_Stamp","vtti.timestamp","vtti.file_id","IMU.Accel_X","IMU.Accel_Y","IMU.Accel_Z","Head_Unit.Alcohol_Level_Raw","Head_Unit.Day","IMU.Button_Press","Head_Unit.MSL_Altitude","IMU.Gyro_X","IMU.Gyro_Y","IMU.Gyro_Z","Mask.Confidence","Mask.X","Mask.X_Cal_0","Mask.Y","Mask.Y_Cal_0","Mask.Z","Mask.Z_Cal_0","Mask.X_Rotation","Mask.X_Rotation_Cal_0","Mask.Y_Rotation","Mask.Y_Rotation_Cal_0","Mask.Z_Rotation","Mask.Z_Rotation_Cal_0","Head_Unit.Heading","Road.Scout.Lane_Offset","Road.Scout.Estimated_Lane_Width","Head_Unit.Latitude","Road.Scout.Left_Lane_Distance_To_Right_Side","Road.Scout.Left_Lane_Probability_Marker_Exists","Road.Scout.Left_Lane_Right_Marker","Head_Unit.Light_Level_Raw","Head_Unit.Longitude","Head_Unit.Month","Head_Unit.Satellites_Used","SMS.Object_ID_T0","SMS.Object_ID_T1","SMS.Object_ID_T2","SMS.Object_ID_T3","SMS.Object_ID_T4","SMS.Object_ID_T5","SMS.Object_ID_T6","SMS.Object_ID_T7","Head_Unit.PDOP","SMS.X_Velocity_T0","SMS.X_Velocity_T1","SMS.X_Velocity_T2","SMS.X_Velocity_T3","SMS.X_Velocity_T4","SMS.X_Velocity_T5","SMS.X_Velocity_T6","SMS.X_Velocity_T7","SMS.Y_Velocity_T0","SMS.Y_Velocity_T1","SMS.Y_Velocity_T2","SMS.Y_Velocity_T3","SMS.Y_Velocity_T4","SMS.Y_Velocity_T5","SMS.Y_Velocity_T6","SMS.Y_Velocity_T7","SMS.X_Range_T0","SMS.X_Range_T1","SMS.X_Range_T2","SMS.X_Range_T3","SMS.X_Range_T4","SMS.X_Range_T5","SMS.X_Range_T6","SMS.X_Range_T7","SMS.Y_Range_T0","SMS.Y_Range_T1","SMS.Y_Range_T2","SMS.Y_Range_T3","SMS.Y_Range_T4","SMS.Y_Range_T5","SMS.Y_Range_T6","SMS.Y_Range_T7","Road.Scout.Right_Lane_Distance_To_Left_Side","Road.Scout.Right_Lane_Probability_Marker_Exists","Road.Scout.Right_Lane_Left_Marker","Head_Unit.Speed","FOT_Control.Speed","Head_Unit.Cabin_Temperature","Head_Unit.Time_Of_Day","System.video_frame","Head_Unit.Year","VehicleCAN_1.BrakePedalPosition","VehicleCAN_1.BrakePressure","VehicleCAN_1.VSELateralAcceleration","VehicleCAN_1.VSELongitudinalAcceleration","VehicleCAN_1.VehicleDynamicsYawRate","VehicleCAN_1.VehicleOdometer","VehicleNetworkBox.AdaptiveCruiseControlActive","VehicleNetworkBox.AdaptiveCruiseControlDriverSelectedSpeed","VehicleNetworkBox.AdaptiveCruiseControlHeadwaySetting","VehicleNetworkBox.CruiseControlActive","VehicleNetworkBox.CruiseControlDriverSelectedSpeed","VehicleNetworkBox.DriverAirbagDeploymentStatus","VehicleNetworkBox.DriverSeatbeltAttached","VehicleNetworkBox.DriverSeatbeltStatus","VehicleNetworkBox.DriverShiftControlTargetGear","VehicleNetworkBox.EngineSpeed","VehicleNetworkBox.FCAAlertOffIndicationOn","VehicleNetworkBox.FCAAlertPresent","VehicleNetworkBox.FCABrakePrefillRequest","VehicleNetworkBox.FCAGapStng","VehicleNetworkBox.FCAHeadwaySettingIndicationOn","VehicleNetworkBox.FrontPassengerSeatStatus","VehicleNetworkBox.LDWIndicator1","VehicleNetworkBox.LDWIndicator2","VehicleNetworkBox.LDWWarningDisabled","VehicleNetworkBox.LateralAcceleration","VehicleNetworkBox.LeftSideAirbagDeployed","VehicleNetworkBox.ParkLightLeftIndicationOn","VehicleNetworkBox.ParkLightLeftOn","VehicleNetworkBox.ParkLightRightIndicationOn","VehicleNetworkBox.ParkLightRightOn","VehicleNetworkBox.PassengerAirbagDeploymentStatus","VehicleNetworkBox.PassengerSeatOccupancyStatus","VehicleNetworkBox.PassengerSeatbeltAttached","VehicleNetworkBox.PassengerSeatbeltStatus","VehicleNetworkBox.RearLeftSeatbeltAttached","VehicleNetworkBox.RearMiddleSeatbeltAttached","VehicleNetworkBox.RearRightSeatbeltAttached","VehicleNetworkBox.ReversingLamp","VehicleNetworkBox.RightSideAirbagDeployed","VehicleNetworkBox.SecondRowCenterSeatStatus","VehicleNetworkBox.SecondRowLeftSeatStatus","VehicleNetworkBox.SecondRowLeftSeatbeltStatus","VehicleNetworkBox.SecondRowMiddleSeatbeltStatus","VehicleNetworkBox.SecondRowRightSeatStatus","VehicleNetworkBox.SecondRowRightSeatbeltStatus","VehicleNetworkBox.VehAheadDistance_FollowingDistance","VehicleNetworkBox.VehAheadDistance_FollowingTime","VehicleNetworkBox.VehicleDynamicsYawRate","VehicleNetworkBox.WindshieldWiperActive","VehicleNetworkBox.YawRate","VehicleCAN_1.ParkBrakeSwitchActive","VehicleNetworkBox.ParkBrakeSwitchActive","VehicleNetworkBox.ParkingAssistanceCleanIndicationOn","VehicleNetworkBox.ParkingAssistanceDisbaledIndicationOn","VehicleNetworkBox.ParkingAssistanceFailed","VehicleNetworkBox.ParkingAssistanceFrontExtendedDistance","VehicleNetworkBox.ParkingAssistanceFrontRegion1ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontRegion2ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontRegion3ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontRegion4ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontSensorBlocked","VehicleNetworkBox.ParkingAssistanceFrontSystemStatus","VehicleNetworkBox.ParkingAssistanceRearExtendedDistance","VehicleNetworkBox.ParkingAssistanceRearRegion1ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearRegion2ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearRegion3ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearRegion4ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearSensorBlocked","VehicleNetworkBox.ParkingAssistanceRearSystemStatus","VehicleNetworkBox.ParkingAssistanceSensorsDisturbedIndicationOn","VehicleNetworkBox.ParkingAssistanceStatus","VehicleNetworkBox.ParkingLightActive","VehicleNetworkBox.ParkingLightsActive","VehicleNetworkBox.ParkLightIndicationOn","VehicleNetworkBox.ParkLightLeftIndicationOn.1","VehicleNetworkBox.ParkLightLeftOn.1","VehicleNetworkBox.ParkLightRightIndicationOn.1","VehicleNetworkBox.ParkLightRightOn.1","MobilEye.PedFCW","MobilEye.LanesOn","MobilEye.FCWOn","Road.Scout.Left_Lane_Left_Marker"
8370,838800,168407,-0.029,-0.029,-0.9715,4040,NA,NA,NA,-0.325195,0,-0.325195,132,-45,NA,69,NA,644,NA,-0.052,NA,-0.311,NA,0.036,NA,NA,-101.422752,3550.60376,NA,-1833,4,0,667,NA,NA,NA,13,36,33,34,31,35,NA,NA,NA,1.6,0.6,3.2,-5.5,4.5,-10.9,NA,NA,0.1,0,0.8,-3.1,1.7,0,NA,NA,14.112,3.808,5.92,28.352001,28.896002,57.600002,NA,NA,0.64,-0.48,-0.832,2.432,0.736,6.368,NA,NA,1716,937,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2
8371,838900,168407,-0.0232,-0.0145,-0.9715,NA,NA,NA,NA,0.325195,-0.325195,0,132,-45,NA,69,NA,645,NA,-0.078,NA,-0.326,NA,0.044,NA,NA,20.497608,3794.444092,NA,-2077,4,0,NA,NA,NA,NA,13,36,33,31,35,NA,NA,NA,NA,1.7,0.8,3.6,4.8,-10.7,NA,NA,NA,0.1,0.3,0.7,1.9,-0.5,NA,NA,NA,14.368001,4.16,6.272,29.632002,55.936001,NA,NA,NA,0.704,-0.992,-0.768,1.184,6.112,NA,NA,NA,1716,937,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8372,839000,168407,-0.0319,-0.0203,-0.9889,NA,NA,NA,NA,0,-0.325195,0,132,-42,NA,65,NA,612,NA,0.062,NA,-0.322,NA,0.001,NA,NA,20.497608,3794.444092,NA,-2077,4,0,NA,NA,NA,NA,13,36,33,31,35,NA,NA,NA,NA,1.8,0.8,3.8,4.9,-10.6,NA,NA,NA,0.1,0.3,0,1.9,-0.4,NA,NA,NA,14.496,4.48,6.56,30.048002,55.104004,NA,NA,NA,0.736,-0.992,-0.192,1.216,6.112,NA,NA,NA,1716,937,1,NA,3.224827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8373,839100,168407,-0.029,-0.0348,-0.9889,NA,NA,NA,NA,0.325195,-0.650391,0,132,-40,NA,65,NA,609,NA,0.111,NA,-0.36,NA,-0.007,NA,NA,-109.042931,3535.363037,NA,-1818,11,0,NA,NA,NA,NA,13,36,33,31,35,NA,NA,NA,NA,1.9,0.8,4.3,5,-10.5,NA,NA,NA,0.1,0.3,-0.2,1.9,-0.4,NA,NA,NA,14.656001,4.544,6.752,30.368002,54.176003,NA,NA,NA,0.736,-1.088,0.032,1.408,6.144,NA,NA,NA,1716,937,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2
8374,839200,168407,-0.0406,-0.029,-0.9947,NA,NA,NA,NA,NA,NA,NA,132,-36,NA,61,NA,574,NA,0.262,NA,-0.286,NA,-0.029,NA,NA,-96.342346,3560.76416,NA,-1844,4,0,NA,NA,NA,NA,13,36,33,31,35,NA,NA,NA,NA,2,0.9,4.5,5.1,-10.4,NA,NA,NA,0.2,0.4,-0.1,2,-0.4,NA,NA,NA,14.848001,4.704,7.072001,30.816002,53.408001,NA,NA,NA,0.8,-1.056,0.256,1.632,6.144,NA,NA,NA,1716,932,1,NA,3.168403,28.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8375,839300,168407,-0.029,-0.0232,-0.9831,4041,NA,NA,NA,0,0,0,154,-35,NA,61,NA,575,NA,0.243,NA,-0.335,NA,-0.024,NA,NA,-96.342346,3560.76416,NA,-1844,4,0,763,NA,NA,NA,13,36,33,37,31,35,NA,NA,NA,2.2,1,4.8,-5.5,5.4,-10.2,NA,NA,0.2,0.5,-0.1,-0.1,2.1,-0.4,NA,NA,15.168001,4.896,7.776,24.896002,31.616001,51.808002,NA,NA,0.864,-1.088,0.672,5.792,1.952,6.048,NA,NA,1716,922,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8376,839400,168407,-0.0145,-0.0232,-0.9889,NA,NA,NA,NA,0,-0.325195,0.325195,154,-32,NA,60,NA,560,NA,0.219,NA,-0.291,NA,0.006,NA,NA,-96.342346,3560.76416,NA,-1844,4,0,NA,NA,NA,NA,13,36,33,37,31,35,NA,NA,NA,2.2,1,4.9,-5.5,5.4,-10.1,NA,NA,0.2,0.7,-0.1,-0.1,2.1,-0.6,NA,NA,15.328001,4.992,8.160001,24.480001,32.032001,51.040001,NA,NA,0.928,-1.024,0.928,5.792,2.144,5.952,NA,NA,1716,906,1,NA,3.138021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8377,839500,168407,-0.0058,-0.0406,-1.0063,NA,28,NA,28,0,-0.325195,0,154,-31,NA,61,NA,567,NA,0.2,NA,-0.346,NA,-0.004,NA,160.600006,-96.342346,3560.76416,31.140657,-1844,4,0,NA,121.356468,12,7,13,36,33,37,31,35,NA,NA,14,2.3,1.1,5,-5.4,5.6,-10,NA,NA,0.2,0.7,-0.1,0,2.2,-0.7,NA,NA,15.52,5.088,8.544001,24.000002,32.448002,50.304001,NA,NA,0.96,-0.96,1.056,5.824,2.272,5.888,NA,NA,1716,886,1,3.065824,3.172743,NA,37374000,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8378,839600,168407,0.0551,-0.0435,-1.0005,NA,NA,NA,NA,-0.325195,0.325195,0,154,-32,NA,61,NA,567,NA,0.105,NA,-0.337,NA,0.029,NA,NA,-96.342346,3560.76416,NA,-1844,4,0,NA,NA,NA,NA,36,33,13,37,31,35,NA,NA,NA,1.2,5.1,2.5,-5.3,5.7,-9.8,NA,NA,0.5,-0.1,0.3,0.2,2.2,-1.1,NA,NA,5.056,9.312,15.904,23.104002,33.312,48.800003,NA,NA,-0.96,1.056,1.024,5.984,2.528,5.536,NA,NA,1716,861,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8379,839700,168407,0.0725,-0.0145,-0.9715,NA,NA,NA,NA,-0.325195,0.975586,0,154,-34,NA,60,NA,567,NA,0.108,NA,-0.311,NA,0.01,NA,NA,-96.342346,3560.76416,NA,-1844,4,0,NA,NA,NA,NA,36,33,13,37,31,35,NA,NA,NA,1.2,5.2,2.5,-5.4,5.7,-9.8,NA,NA,0.6,-0.1,0.3,0.3,2.2,-1.1,NA,NA,5.152,9.696,16.064001,22.624001,33.760002,48.064003,NA,NA,-0.896,1.056,1.056,6.144,2.56,5.472,NA,NA,1716,851,1,NA,3.259549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8380,839800,168407,0.0667,-0.029,-0.9802,4038,NA,NA,NA,0.325195,0.325195,0,154,-37,NA,60,NA,579,NA,0.061,NA,-0.374,NA,0,NA,NA,-96.342346,3560.76416,NA,-1844,4,0,505,NA,NA,NA,36,33,13,37,31,35,NA,NA,NA,1.2,5.2,2.5,-5.4,5.8,-9.7,NA,NA,0.7,-0.1,0.3,0.3,2.2,-1.1,NA,NA,5.28,10.112,16.256001,22.208,34.208,47.328003,NA,NA,-0.768,1.056,1.12,6.176,2.688,5.376,NA,NA,1716,851,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8381,839900,168407,0.0522,-0.0261,-0.9686,NA,NA,NA,NA,0,0,0,151,-36,NA,58,NA,570,NA,0.073,NA,-0.406,NA,-0.007,NA,NA,-96.342346,3560.76416,NA,-1844,4,0,NA,NA,NA,NA,36,33,13,31,35,NA,NA,NA,NA,1.2,5.2,2.5,5.9,-9.6,NA,NA,NA,0.5,-0.1,0.4,2.3,-1.3,NA,NA,NA,5.536,10.912001,16.640001,35.104,45.888,NA,NA,NA,-0.768,1.056,1.216,3.008,5.088,NA,NA,NA,1716,851,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8382,840000,168407,0.0435,-0.0348,-0.9976,NA,NA,NA,NA,-0.325195,-0.325195,0,151,-35,NA,57,NA,564,NA,0.162,NA,-0.449,NA,-0.05,NA,NA,-96.342346,3560.76416,NA,-1844,4,0,NA,NA,NA,NA,36,33,13,31,35,NA,NA,NA,NA,1.2,5.1,2.5,5.9,-9.5,NA,NA,NA,0.5,-0.1,0.4,2.3,-1.3,NA,NA,NA,5.632,11.296,16.832001,35.552002,45.152,NA,NA,NA,-0.736,1.056,1.248,3.168,4.992,NA,NA,NA,1716,851,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8383,840100,168407,0.0348,-0.0029,-1.0034,NA,NA,NA,NA,0,0,0,151,-34,NA,57,NA,563,NA,0.207,NA,-0.486,NA,-0.09,NA,NA,-96.342346,3560.76416,NA,-1844,4,0,NA,NA,NA,NA,36,33,13,31,35,NA,NA,NA,NA,1.2,5.1,2.5,5.9,-9.4,NA,NA,NA,0.5,-0.1,0.4,2.3,-1.2,NA,NA,NA,5.6,11.68,17.024,36,44.416,NA,NA,NA,-0.736,1.056,1.28,3.36,5.024,NA,NA,NA,1716,851,1,NA,3.450521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8384,840200,168407,0.0725,-0.0116,-0.957,NA,NA,NA,NA,0.650391,0,0,0,-33,NA,57,NA,563,NA,0.294,NA,-0.486,NA,-0.09,NA,NA,33.040932,8331.195312,NA,-4358,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3972,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8385,840300,168407,0.0696,-0.0609,-0.9802,4039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.040932,8331.195312,NA,-4358,10,0,759,NA,NA,NA,36,33,13,31,35,NA,NA,NA,NA,1.2,5,2.5,5.8,-9.2,NA,NA,NA,0.5,-0.1,0.4,2.4,-0.8,NA,NA,NA,6.08,12.832001,17.6,37.344002,42.240002,NA,NA,NA,-0.608,1.056,1.376,3.936,5.056,NA,NA,NA,3972,4,0,NA,3.532986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8386,840400,168407,0.0551,-0.058,-1.0063,NA,NA,NA,NA,-0.650391,-0.325195,0.325195,137,-84,NA,23,NA,583,NA,0.26,NA,-0.319,NA,0.019,NA,NA,5196.858887,7543.799805,NA,-9128,6,0,NA,NA,NA,NA,36,33,13,31,35,NA,NA,NA,NA,1.3,5,2.5,5.8,-9.2,NA,NA,NA,0.5,-0.1,0.4,2.4,-0.5,NA,NA,NA,6.272,13.216001,17.792002,37.792004,41.568001,NA,NA,NA,-0.608,1.056,1.408,4.128,5.248,NA,NA,NA,-1584,8,0,NA,3.59375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
8387,840500,168407,0.0464,-0.0058,-0.986,NA,28,NA,27,-0.325195,-0.975586,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.830002,-1051.540161,3703.319092,31.140619,-960,10,0,NA,121.356468,12,7,36,13,31,35,NA,NA,NA,NA,14,1.3,2.5,5.8,-9.2,NA,NA,NA,NA,0.5,0.4,2.5,-0.1,NA,NA,NA,NA,6.432,18.176001,38.688004,40.160004,NA,NA,NA,NA,-0.48,1.504,4.544,5.568,NA,NA,NA,NA,2743,0,0,3.271584,NA,NA,37375000,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8388,840600,168407,0.0377,-0.0145,-0.9802,4041,NA,NA,NA,-0.325195,-0.975586,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1028.680542,3657.599854,NA,-960,10,0,486,NA,NA,NA,36,13,31,35,NA,NA,NA,NA,NA,1.3,2.5,5.7,-9.1,NA,NA,NA,NA,0.5,0.4,2.5,0.2,NA,NA,NA,NA,6.368001,18.368,39.104,39.456001,NA,NA,NA,NA,-0.416,1.536,4.736,5.792,NA,NA,NA,NA,2697,0,0,NA,3.676215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
