"System.Time_Stamp","vtti.timestamp","vtti.file_id","IMU.Accel_X","IMU.Accel_Y","IMU.Accel_Z","Head_Unit.Alcohol_Level_Raw","Head_Unit.Day","IMU.Button_Press","Head_Unit.MSL_Altitude","IMU.Gyro_X","IMU.Gyro_Y","IMU.Gyro_Z","Mask.Confidence","Mask.X","Mask.X_Cal_0","Mask.Y","Mask.Y_Cal_0","Mask.Z","Mask.Z_Cal_0","Mask.X_Rotation","Mask.X_Rotation_Cal_0","Mask.Y_Rotation","Mask.Y_Rotation_Cal_0","Mask.Z_Rotation","Mask.Z_Rotation_Cal_0","Head_Unit.Heading","Road.Scout.Lane_Offset","Road.Scout.Estimated_Lane_Width","Head_Unit.Latitude","Road.Scout.Left_Lane_Distance_To_Right_Side","Road.Scout.Left_Lane_Probability_Marker_Exists","Road.Scout.Left_Lane_Right_Marker","Head_Unit.Light_Level_Raw","Head_Unit.Longitude","Head_Unit.Month","Head_Unit.Satellites_Used","SMS.Object_ID_T0","SMS.Object_ID_T1","SMS.Object_ID_T2","SMS.Object_ID_T3","SMS.Object_ID_T4","SMS.Object_ID_T5","SMS.Object_ID_T6","SMS.Object_ID_T7","Head_Unit.PDOP","SMS.X_Velocity_T0","SMS.X_Velocity_T1","SMS.X_Velocity_T2","SMS.X_Velocity_T3","SMS.X_Velocity_T4","SMS.X_Velocity_T5","SMS.X_Velocity_T6","SMS.X_Velocity_T7","SMS.Y_Velocity_T0","SMS.Y_Velocity_T1","SMS.Y_Velocity_T2","SMS.Y_Velocity_T3","SMS.Y_Velocity_T4","SMS.Y_Velocity_T5","SMS.Y_Velocity_T6","SMS.Y_Velocity_T7","SMS.X_Range_T0","SMS.X_Range_T1","SMS.X_Range_T2","SMS.X_Range_T3","SMS.X_Range_T4","SMS.X_Range_T5","SMS.X_Range_T6","SMS.X_Range_T7","SMS.Y_Range_T0","SMS.Y_Range_T1","SMS.Y_Range_T2","SMS.Y_Range_T3","SMS.Y_Range_T4","SMS.Y_Range_T5","SMS.Y_Range_T6","SMS.Y_Range_T7","Road.Scout.Right_Lane_Distance_To_Left_Side","Road.Scout.Right_Lane_Probability_Marker_Exists","Road.Scout.Right_Lane_Left_Marker","Head_Unit.Speed","FOT_Control.Speed","Head_Unit.Cabin_Temperature","Head_Unit.Time_Of_Day","System.video_frame","Head_Unit.Year","VehicleCAN_1.BrakePedalPosition","VehicleCAN_1.BrakePressure","VehicleCAN_1.VSELateralAcceleration","VehicleCAN_1.VSELongitudinalAcceleration","VehicleCAN_1.VehicleDynamicsYawRate","VehicleCAN_1.VehicleOdometer","VehicleNetworkBox.AdaptiveCruiseControlActive","VehicleNetworkBox.AdaptiveCruiseControlDriverSelectedSpeed","VehicleNetworkBox.AdaptiveCruiseControlHeadwaySetting","VehicleNetworkBox.CruiseControlActive","VehicleNetworkBox.CruiseControlDriverSelectedSpeed","VehicleNetworkBox.DriverAirbagDeploymentStatus","VehicleNetworkBox.DriverSeatbeltAttached","VehicleNetworkBox.DriverSeatbeltStatus","VehicleNetworkBox.DriverShiftControlTargetGear","VehicleNetworkBox.EngineSpeed","VehicleNetworkBox.FCAAlertOffIndicationOn","VehicleNetworkBox.FCAAlertPresent","VehicleNetworkBox.FCABrakePrefillRequest","VehicleNetworkBox.FCAGapStng","VehicleNetworkBox.FCAHeadwaySettingIndicationOn","VehicleNetworkBox.FrontPassengerSeatStatus","VehicleNetworkBox.LDWIndicator1","VehicleNetworkBox.LDWIndicator2","VehicleNetworkBox.LDWWarningDisabled","VehicleNetworkBox.LateralAcceleration","VehicleNetworkBox.LeftSideAirbagDeployed","VehicleNetworkBox.ParkLightLeftIndicationOn","VehicleNetworkBox.ParkLightLeftOn","VehicleNetworkBox.ParkLightRightIndicationOn","VehicleNetworkBox.ParkLightRightOn","VehicleNetworkBox.PassengerAirbagDeploymentStatus","VehicleNetworkBox.PassengerSeatOccupancyStatus","VehicleNetworkBox.PassengerSeatbeltAttached","VehicleNetworkBox.PassengerSeatbeltStatus","VehicleNetworkBox.RearLeftSeatbeltAttached","VehicleNetworkBox.RearMiddleSeatbeltAttached","VehicleNetworkBox.RearRightSeatbeltAttached","VehicleNetworkBox.ReversingLamp","VehicleNetworkBox.RightSideAirbagDeployed","VehicleNetworkBox.SecondRowCenterSeatStatus","VehicleNetworkBox.SecondRowLeftSeatStatus","VehicleNetworkBox.SecondRowLeftSeatbeltStatus","VehicleNetworkBox.SecondRowMiddleSeatbeltStatus","VehicleNetworkBox.SecondRowRightSeatStatus","VehicleNetworkBox.SecondRowRightSeatbeltStatus","VehicleNetworkBox.VehAheadDistance_FollowingDistance","VehicleNetworkBox.VehAheadDistance_FollowingTime","VehicleNetworkBox.VehicleDynamicsYawRate","VehicleNetworkBox.WindshieldWiperActive","VehicleNetworkBox.YawRate","VehicleCAN_1.ParkBrakeSwitchActive","VehicleNetworkBox.ParkBrakeSwitchActive","VehicleNetworkBox.ParkingAssistanceCleanIndicationOn","VehicleNetworkBox.ParkingAssistanceDisbaledIndicationOn","VehicleNetworkBox.ParkingAssistanceFailed","VehicleNetworkBox.ParkingAssistanceFrontExtendedDistance","VehicleNetworkBox.ParkingAssistanceFrontRegion1ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontRegion2ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontRegion3ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontRegion4ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontSensorBlocked","VehicleNetworkBox.ParkingAssistanceFrontSystemStatus","VehicleNetworkBox.ParkingAssistanceRearExtendedDistance","VehicleNetworkBox.ParkingAssistanceRearRegion1ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearRegion2ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearRegion3ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearRegion4ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearSensorBlocked","VehicleNetworkBox.ParkingAssistanceRearSystemStatus","VehicleNetworkBox.ParkingAssistanceSensorsDisturbedIndicationOn","VehicleNetworkBox.ParkingAssistanceStatus","VehicleNetworkBox.ParkingLightActive","VehicleNetworkBox.ParkingLightsActive","VehicleNetworkBox.ParkLightIndicationOn","VehicleNetworkBox.ParkLightLeftIndicationOn.1","VehicleNetworkBox.ParkLightLeftOn.1","VehicleNetworkBox.ParkLightRightIndicationOn.1","VehicleNetworkBox.ParkLightRightOn.1","MobilEye.PedFCW","MobilEye.LanesOn","MobilEye.FCWOn","Road.Scout.Left_Lane_Left_Marker"
19770,1978900,168572,0.0145,-0.0348,-0.9918,NA,NA,NA,NA,0.975586,-0.325195,0.650391,145,-170,NA,60,NA,679,NA,0.092,NA,0.036,NA,-0.027,NA,NA,-574.020081,3642.359375,NA,-1407,1024,0,NA,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.6,2.4,-1.9,1.5,NA,NA,NA,NA,0.5,0.3,-0.2,-0.3,NA,NA,NA,NA,43.328003,64.352005,79.104004,79.936005,NA,NA,NA,NA,-0.672,1.568,-2.816,4.832,NA,NA,NA,NA,2235,1024,1,NA,15.789931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
19771,1979000,168572,0.0145,-0.0348,-1.0092,4045,NA,NA,NA,0,0,0.325195,145,-170,NA,60,NA,679,NA,0.092,NA,0.036,NA,-0.027,NA,NA,-622.279968,3698.239502,NA,-1386,1024,0,245,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.6,2.4,-1.9,1.5,NA,NA,NA,NA,0.5,0.3,-0.1,-0.2,NA,NA,NA,NA,43.360001,64.512001,78.976006,80.032005,NA,NA,NA,NA,-0.576,1.536,-2.72,4.864,NA,NA,NA,NA,2311,1024,1,NA,15.820313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
19772,1979100,168572,0.0232,-0.0406,-0.9802,NA,18,NA,10,0,0.325195,0,145,-170,NA,60,NA,681,NA,0.006,NA,0.065,NA,-0.038,NA,98.769997,-581.639893,3637.279785,31.265713,-1396,1024,0,NA,121.320534,1,10,195,194,197,180,NA,NA,NA,NA,11,0.6,2.4,-1.9,1.5,NA,NA,NA,NA,0.5,0.3,-0.1,-0.3,NA,NA,NA,NA,43.424004,64.704002,78.848007,80.160004,NA,NA,NA,NA,-0.512,1.632,-2.72,4.832,NA,NA,NA,NA,2240,1024,1,15.771504,15.833334,NA,48878000,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
19773,1979200,168572,0.0377,-0.0493,-0.9918,NA,NA,NA,NA,0,-0.325195,0.325195,145,-168,NA,60,NA,674,NA,0.035,NA,0.075,NA,-0.065,NA,NA,-561.319885,3555.999512,NA,-1376,1024,0,NA,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.6,2.3,-1.9,1.5,NA,NA,NA,NA,0.4,0.3,-0.4,-0.2,NA,NA,NA,NA,43.456001,64.864006,78.624001,80.256004,NA,NA,NA,NA,-0.416,1.632,-3.072,4.896,NA,NA,NA,NA,2179,1024,1,NA,15.855036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
19774,1979300,168572,0.0174,-0.0348,-0.986,NA,NA,NA,NA,-0.325195,-0.650391,0.325195,145,-168,NA,60,NA,676,NA,0.016,NA,0.076,NA,-0.067,NA,NA,-563.859985,3571.239502,NA,-1381,1024,0,NA,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.5,2.2,-1.9,1.4,NA,NA,NA,NA,0.4,0.3,-0.5,0,NA,NA,NA,NA,43.552002,65.216003,78.336006,80.448006,NA,NA,NA,NA,-0.256,1.728,-3.392,5.248,NA,NA,NA,NA,2189,1024,1,NA,15.842014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
19775,1979400,168572,-0.0174,-0.0261,-1.0063,NA,NA,NA,NA,0,0,0.325195,145,-168,NA,60,NA,676,NA,0.016,NA,0.076,NA,-0.067,NA,NA,-584.179932,3601.719482,NA,-1376,1024,0,NA,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.5,2.2,-1.9,1.3,NA,NA,NA,NA,0.4,0.2,-0.4,0.1,NA,NA,NA,NA,43.584003,65.375999,78.208,80.512001,NA,NA,NA,NA,-0.288,1.696,-3.328,5.408,NA,NA,NA,NA,2225,1024,1,NA,15.868056,34.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
19776,1979500,168572,0.0261,-0.0087,-0.9773,4045,NA,NA,NA,0,0,0.325195,145,-168,NA,60,NA,676,NA,0.016,NA,0.076,NA,-0.067,NA,NA,-571.47998,3555.999512,NA,-1366,1024,0,238,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.5,2.2,-2,1.3,NA,NA,NA,NA,0.1,0,-0.5,0.1,NA,NA,NA,NA,43.616001,65.536003,78.080002,80.640007,NA,NA,NA,NA,-0.352,1.504,-3.424,5.536,NA,NA,NA,NA,2189,1024,1,NA,15.894098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
19777,1979600,168572,0.0058,-0.0232,-0.9889,NA,NA,NA,NA,0,-0.650391,0.975586,134,-169,NA,61,NA,683,NA,0.015,NA,0.065,NA,-0.072,NA,NA,-563.859985,3591.55957,NA,-1391,1024,0,NA,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.5,2.1,-2,1.3,NA,NA,NA,NA,0.2,-0.2,-0.7,-0.1,NA,NA,NA,NA,43.712002,65.888,77.792007,80.864006,NA,NA,NA,NA,-0.224,1.344,-3.712,5.216,NA,NA,NA,NA,2199,1024,1,NA,15.855036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
19778,1979700,168572,-0.0029,-0.0145,-0.9976,NA,NA,NA,NA,0.650391,0,0.650391,134,-169,NA,62,NA,683,NA,0.079,NA,0.065,NA,-0.072,NA,NA,-563.859863,3591.559326,NA,-1391,1024,0,NA,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.5,2.1,-2,1.3,NA,NA,NA,NA,0.5,0,-0.4,-0.1,NA,NA,NA,NA,43.776001,66.048004,77.632004,80.960007,NA,NA,NA,NA,0.128,1.472,-3.36,5.248,NA,NA,NA,NA,2199,1024,1,NA,15.902779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
19779,1979800,168572,0.0203,-0.0145,-0.9715,NA,NA,NA,NA,0,-0.325195,0.975586,134,-171,NA,62,NA,690,NA,0.021,NA,0.018,NA,-0.067,NA,NA,-561.319885,3586.479248,NA,-1391,1024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2194,1024,1,NA,15.868056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
19780,1979900,168572,-0.0232,-0.0232,-0.9599,NA,NA,NA,NA,NA,NA,NA,134,-171,NA,62,NA,693,NA,0.018,NA,0.125,NA,-0.078,NA,NA,-528.299927,3642.359619,NA,-1452,1024,0,NA,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.5,2,-2,1.3,NA,NA,NA,NA,0.6,0,-0.1,0.3,NA,NA,NA,NA,43.904003,66.528,77.216003,81.216003,NA,NA,NA,NA,0.352,1.568,-2.88,5.888,NA,NA,NA,NA,2189,1024,1,NA,15.846354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
19781,1980000,168572,0.0058,0.0029,-0.9802,4042,NA,NA,NA,0.325195,-0.650391,1.300781,134,-172,NA,62,NA,698,NA,0.015,NA,0.127,NA,-0.078,NA,NA,-513.059814,3672.839111,NA,-1483,1024,0,133,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.6,2,-2,1.2,NA,NA,NA,NA,0.5,-0.1,-0.1,0.5,NA,NA,NA,NA,43.936001,66.688004,77.056007,81.312004,NA,NA,NA,NA,0.288,1.536,-2.912,6.208,NA,NA,NA,NA,2189,1024,1,NA,15.855036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
19782,1980100,168572,-0.0348,-0.0406,-1.0092,NA,18,NA,10,-0.975586,0,0.325195,125,-172,NA,62,NA,698,NA,-0.001,NA,0.161,NA,-0.081,NA,99.120003,-492.739899,3672.8396,31.265686,-1503,1024,0,NA,121.320694,1,10,195,194,197,180,NA,NA,NA,NA,11,0.6,2,-1.9,1.2,NA,NA,NA,NA,0.4,-0.1,0.2,0.5,NA,NA,NA,NA,44.000004,66.976006,76.800003,81.504005,NA,NA,NA,NA,0.192,1.536,-2.56,6.368,NA,NA,NA,NA,2169,1024,1,15.966976,15.837674,NA,48879000,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
19783,1980200,168572,0,-0.0203,-0.9918,NA,NA,NA,NA,0.325195,0,0.325195,125,-173,NA,62,NA,701,NA,0.009,NA,0.09,NA,-0.069,NA,NA,-507.979919,3611.879395,NA,-1457,1024,0,NA,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.6,2,-1.9,1.2,NA,NA,NA,NA,0.5,-0.1,0.1,0.6,NA,NA,NA,NA,44.064003,67.136002,76.640007,81.600006,NA,NA,NA,NA,0.352,1.6,-2.592,6.432,NA,NA,NA,NA,2153,1024,1,NA,15.828994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
19784,1980300,168572,0.0058,-0.0348,-0.9918,4035,NA,NA,NA,0.325195,-0.325195,0.325195,125,-169,NA,62,NA,689,NA,-0.001,NA,0.125,NA,-0.078,NA,NA,-497.819916,3632.199463,NA,-1478,1024,0,103,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.6,2,-1.9,1.2,NA,NA,NA,NA,0.5,0.1,0.3,0.6,NA,NA,NA,NA,44.128002,67.296005,76.512001,81.696007,NA,NA,NA,NA,0.448,1.856,-2.4,6.464,NA,NA,NA,NA,2153,1024,1,NA,15.802952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
19785,1980400,168572,-0.0174,-0.0261,-0.9889,NA,NA,NA,NA,0,0,0,125,-172,NA,63,NA,699,NA,-0.003,NA,0.144,NA,-0.078,NA,NA,-477.499939,3571.239502,NA,-1468,1024,0,NA,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.6,1.9,-1.9,1.2,NA,NA,NA,NA,0.6,0.3,0.2,0.6,NA,NA,NA,NA,44.160004,67.424004,76.384003,81.760002,NA,NA,NA,NA,0.576,2.048,-2.4,6.56,NA,NA,NA,NA,2103,1024,1,NA,15.798612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
19786,1980500,168572,-0.0087,-0.0174,-1.0063,4044,NA,NA,NA,0.650391,0.650391,0.650391,125,-172,NA,63,NA,699,NA,-0.003,NA,0.144,NA,-0.078,NA,NA,-485.119965,3566.159668,NA,-1457,1024,0,110,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.7,1.9,-1.9,1.2,NA,NA,NA,NA,0.3,0.6,0.2,0.6,NA,NA,NA,NA,44.288002,67.712006,76.096001,81.952003,NA,NA,NA,NA,0.384,2.464,-2.368,6.688,NA,NA,NA,NA,2108,1024,1,NA,15.807292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
19787,1980600,168572,-0.0145,-0.0522,-1.0034,NA,NA,NA,NA,0,0.650391,0.325195,115,-168,NA,61,NA,682,NA,-0.007,NA,0.171,NA,-0.088,NA,NA,-472.419922,3530.599365,NA,-1452,1024,0,NA,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.7,1.8,-1.9,1.2,NA,NA,NA,NA,0.3,0.6,0.2,0.6,NA,NA,NA,NA,44.384003,67.840004,75.968002,82.048004,NA,NA,NA,NA,0.48,2.56,-2.432,6.752,NA,NA,NA,NA,2077,1024,1,NA,15.785591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
19788,1980700,168572,0.0087,-0.029,-0.9947,NA,NA,NA,NA,1.300781,0,0.325195,115,-168,NA,61,NA,684,NA,-0.018,NA,0.11,NA,-0.098,NA,NA,-464.799805,3525.519043,NA,-1457,1024,0,NA,NA,NA,NA,195,194,197,180,NA,NA,NA,NA,NA,0.7,1.8,-2,1.2,NA,NA,NA,NA,0.3,0.5,0.1,0.4,NA,NA,NA,NA,44.448002,68,75.808006,82.176003,NA,NA,NA,NA,0.416,2.496,-2.528,6.496,NA,NA,NA,NA,2067,1024,1,NA,15.772571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
